fish_id,station,dist_mean,dist_sd,dist_var_coef,step_mean,step_max,temperature,shift_duration,shift,day,shift_id
EM0005,TOR05,123.23,10.33,0.08,14.2,23.28,23.02,5,"[13,18)",22/07/2023,"2023-07-22 [13,18)"
EM0003,TOR05,137.42,15.4,0.11,8.21,18.38,22.4,5,"[13,18)",22/07/2023,"2023-07-22 [13,18)"
EM0007,TOR05,160.56,6.92,0.04,7.27,10.45,22.775,5,"[13,18)",22/07/2023,"2023-07-22 [13,18)"
EM0004,TOR05,97.56,6.24,0.06,8.39,20.54,26.857,4,"[19,23)",22/07/2023,"2023-07-22 [19,23)"
EM0005,TOR05,98.29,47.61,0.48,29.08,60.4,26.65,4,"[19,23)",22/07/2023,"2023-07-22 [19,23)"
EM0001,TOR05,133.79,NA,NA,7.53,7.53,26.8,4,"[19,23)",22/07/2023,"2023-07-22 [19,23)"
EM0003,TOR05,156.29,NA,NA,0.17,0.17,21.7,4,"[19,23)",22/07/2023,"2023-07-22 [19,23)"
EM0003,TOR05,137.03,2.14,0.02,2.63,3.03,19.95,3,"[8,11)",23/07/2023,"2023-07-23 [8,11)"
EM0004,TOR05,62.13,24.99,0.4,17.11,51.44,22.252,3,"[8,11)",23/07/2023,"2023-07-23 [8,11)"
EM0005,TOR05,110.75,12.06,0.11,26.47,56.08,22.1,3,"[8,11)",23/07/2023,"2023-07-23 [8,11)"
EM0007,TOR04,93.82,32.46,0.35,11.36,24.01,24.525,3,"[8,11)",23/07/2023,"2023-07-23 [8,11)"
EM0001,TOR05,113.62,NA,NA,16.77,16.77,23.2,3,"[8,11)",23/07/2023,"2023-07-23 [8,11)"
EM0004,TOR05,42.29,27.73,0.66,17.66,48.35,26.656,2,"[11,13)",23/07/2023,"2023-07-23 [11,13)"
EM0005,TOR05,124.96,36.03,0.29,3.46,5.98,26.98,2,"[11,13)",23/07/2023,"2023-07-23 [11,13)"
EM0007,TOR04,95.54,NA,NA,0.36,0.36,27.9,2,"[11,13)",23/07/2023,"2023-07-23 [11,13)"
EM0005,TOR05,100.46,36.51,0.36,15.4,103.45,27.563,5,"[13,18)",23/07/2023,"2023-07-23 [13,18)"
EM0004,TOR05,84.91,25.86,0.3,19.9,83.86,27.576,5,"[13,18)",23/07/2023,"2023-07-23 [13,18)"
EM0003,TOR05,110.7,43.46,0.39,38.41,88.84,27.587,5,"[13,18)",23/07/2023,"2023-07-23 [13,18)"
EM0007,TOR05,132.52,12.19,0.09,7.38,20.91,27.667,5,"[13,18)",23/07/2023,"2023-07-23 [13,18)"
EM0001,TOR05,153.48,NA,NA,39.86,39.86,27.6,5,"[13,18)",23/07/2023,"2023-07-23 [13,18)"
EM0007,TOR04,124.75,NA,NA,29.21,29.21,27.6,4,"[19,23)",23/07/2023,"2023-07-23 [19,23)"
EM0003,TOR05,143.91,NA,NA,10.18,10.18,27.9,4,"[19,23)",23/07/2023,"2023-07-23 [19,23)"
EM0005,TOR05,94.5,16.81,0.18,20.66,33.58,23,4,"[19,23)",23/07/2023,"2023-07-23 [19,23)"
EM0004,TOR05,92.24,4.32,0.05,3.48,7.74,20.76,4,"[19,23)",23/07/2023,"2023-07-23 [19,23)"
EM0001,TOR05,134.52,17.76,0.13,15.76,25.11,19.8,4,"[19,23)",23/07/2023,"2023-07-23 [19,23)"
EM0004,TOR05,82.38,12.73,0.15,12.21,41.97,25.639,3,"[8,11)",24/07/2023,"2023-07-24 [8,11)"
EM0001,TOR04,116.63,76.48,0.66,30.79,30.79,25.3,3,"[8,11)",24/07/2023,"2023-07-24 [8,11)"
EM0005,TOR05,103.57,7.91,0.08,8.86,20.1,25.933,3,"[8,11)",24/07/2023,"2023-07-24 [8,11)"
EM0007,TOR04,130.41,37.54,0.29,46.06,46.06,26.3,3,"[8,11)",24/07/2023,"2023-07-24 [8,11)"
EM0004,TOR05,92.75,5.1,0.05,6.17,13.12,26.98,2,"[11,13)",24/07/2023,"2023-07-24 [11,13)"
EM0005,TOR05,104.39,5.07,0.05,5.89,7.18,25.8,2,"[11,13)",24/07/2023,"2023-07-24 [11,13)"
EM0003,TOR05,134.09,NA,NA,1.94,1.94,24.7,2,"[11,13)",24/07/2023,"2023-07-24 [11,13)"
EM0001,TOR05,125.93,17.85,0.14,41.32,57.39,24.3,2,"[11,13)",24/07/2023,"2023-07-24 [11,13)"
EM0007,TOR05,119.86,NA,NA,37.1,37.1,24.4,2,"[11,13)",24/07/2023,"2023-07-24 [11,13)"
EM0004,TOR05,90.06,9.71,0.11,8.78,39.35,26.25,5,"[13,18)",24/07/2023,"2023-07-24 [13,18)"
EM0005,TOR05,116.69,10.09,0.09,10.71,19.71,26.8,5,"[13,18)",24/07/2023,"2023-07-24 [13,18)"
EM0007,TOR04,115.5,15.18,0.13,10.7,25.94,27.1,5,"[13,18)",24/07/2023,"2023-07-24 [13,18)"
EM0003,TOR05,100.22,68.13,0.68,46.17,123.45,25.614,5,"[13,18)",24/07/2023,"2023-07-24 [13,18)"
EM0001,TOR05,113.72,39.94,0.35,26.47,51.67,26.5,5,"[13,18)",24/07/2023,"2023-07-24 [13,18)"
EM0004,TOR05,76.19,10.74,0.14,9.33,30.03,20.641,4,"[19,23)",24/07/2023,"2023-07-24 [19,23)"
EM0007,TOR04,110.64,15.52,0.14,2.4,6.64,21.188,4,"[19,23)",24/07/2023,"2023-07-24 [19,23)"
EM0005,TOR05,111.64,6.4,0.06,8.62,12.61,21.32,4,"[19,23)",24/07/2023,"2023-07-24 [19,23)"
EM0003,TOR05,129.3,33.9,0.26,4.09,8.08,21.725,4,"[19,23)",24/07/2023,"2023-07-24 [19,23)"
EM0001,TOR05,102.43,NA,NA,49.77,49.77,22.2,4,"[19,23)",24/07/2023,"2023-07-24 [19,23)"
EM0007,TOR05,136.48,17,0.12,14.87,24.87,21.7,3,"[8,11)",25/07/2023,"2023-07-25 [8,11)"
EM0004,TOR05,78.19,11.51,0.15,16.59,29.03,21.485,3,"[8,11)",25/07/2023,"2023-07-25 [8,11)"
EM0003,TOR05,146.27,NA,NA,4.08,4.08,21.6,3,"[8,11)",25/07/2023,"2023-07-25 [8,11)"
EM0001,TOR05,76.94,8,0.1,11.39,22.08,21.575,3,"[8,11)",25/07/2023,"2023-07-25 [8,11)"
EM0005,TOR05,107.23,6.5,0.06,7.95,16.59,21.929,3,"[8,11)",25/07/2023,"2023-07-25 [8,11)"
EM0004,TOR05,90,4.96,0.06,8.36,12.51,25.475,2,"[11,13)",25/07/2023,"2023-07-25 [11,13)"
EM0003,TOR05,140.54,NA,NA,5.72,5.72,27.3,2,"[11,13)",25/07/2023,"2023-07-25 [11,13)"
EM0004,TOR05,91.73,11.6,0.13,8.55,30.23,26.688,5,"[13,18)",25/07/2023,"2023-07-25 [13,18)"
EM0005,TOR05,118.64,8.91,0.08,14.77,21.68,26.55,5,"[13,18)",25/07/2023,"2023-07-25 [13,18)"
EM0007,TOR05,111.47,65,0.58,44.41,115.92,26.157,5,"[13,18)",25/07/2023,"2023-07-25 [13,18)"
EM0001,TOR05,129.37,NA,NA,49.36,49.36,27.9,5,"[13,18)",25/07/2023,"2023-07-25 [13,18)"
EM0003,TOR05,147.9,NA,NA,7.35,7.35,27.8,5,"[13,18)",25/07/2023,"2023-07-25 [13,18)"
EM0004,TOR05,88.16,10.82,0.12,16.71,36.04,21.381,4,"[19,23)",25/07/2023,"2023-07-25 [19,23)"
EM0005,TOR05,126.6,6.2,0.05,11.42,21.54,21.175,4,"[19,23)",25/07/2023,"2023-07-25 [19,23)"
EM0001,TOR05,85.78,24.66,0.29,28.51,41.8,20.85,4,"[19,23)",25/07/2023,"2023-07-25 [19,23)"
EM0007,TOR05,119.31,14.59,0.12,18.24,41.65,21.15,4,"[19,23)",25/07/2023,"2023-07-25 [19,23)"
EM0001,TOR05,78.45,14.05,0.18,23.23,72.28,23.167,3,"[8,11)",26/07/2023,"2023-07-26 [8,11)"
EM0005,TOR05,115.08,NA,NA,17.52,17.52,21.4,3,"[8,11)",26/07/2023,"2023-07-26 [8,11)"
EM0004,TOR05,79.85,7.2,0.09,8.11,23.48,23.922,3,"[8,11)",26/07/2023,"2023-07-26 [8,11)"
EM0003,TOR05,133.39,1.63,0.01,8.77,15.22,25.9,3,"[8,11)",26/07/2023,"2023-07-26 [8,11)"
EM0007,TOR05,133.95,NA,NA,26.79,26.79,26.8,3,"[8,11)",26/07/2023,"2023-07-26 [8,11)"
EM0001,TOR05,107.34,NA,NA,9.78,9.78,26.7,2,"[11,13)",26/07/2023,"2023-07-26 [11,13)"
EM0004,TOR05,94.01,1.5,0.02,1.38,2.41,26.925,2,"[11,13)",26/07/2023,"2023-07-26 [11,13)"
EM0007,TOR04,84.49,3.47,0.04,4.06,8.03,27,2,"[11,13)",26/07/2023,"2023-07-26 [11,13)"
EM0005,TOR04,267.6,NA,NA,NA,#¿NOMBRE?,27.1,2,"[11,13)",26/07/2023,"2023-07-26 [11,13)"
EM0003,TOR05,113.59,0.62,0.01,4.87,17.83,27.05,2,"[11,13)",26/07/2023,"2023-07-26 [11,13)"
EM0001,TOR05,113.57,6.84,0.06,4,20.88,21.226,5,"[13,18)",26/07/2023,"2023-07-26 [13,18)"
EM0004,TOR05,88.31,5.86,0.07,6.08,13.46,20.464,5,"[13,18)",26/07/2023,"2023-07-26 [13,18)"
EM0005,TOR05,112.18,3.49,0.03,4.74,8.11,20.175,5,"[13,18)",26/07/2023,"2023-07-26 [13,18)"
EM0003,TOR05,139.74,NA,NA,26.85,26.85,20.1,5,"[13,18)",26/07/2023,"2023-07-26 [13,18)"
EM0004,TOR05,70.28,9.74,0.14,10.81,29.33,20.094,4,"[19,23)",26/07/2023,"2023-07-26 [19,23)"
EM0007,TOR05,141.3,37.54,0.27,47.89,75.06,20.033,4,"[19,23)",26/07/2023,"2023-07-26 [19,23)"
EM0005,TOR05,101.58,3.49,0.03,6.06,11.1,19.883,4,"[19,23)",26/07/2023,"2023-07-26 [19,23)"
EM0003,TOR05,123.2,2.45,0.02,5.7,14.74,19.75,4,"[19,23)",26/07/2023,"2023-07-26 [19,23)"
EM0001,TOR05,95.69,15.1,0.16,7.26,54.11,23.581,3,"[8,11)",27/07/2023,"2023-07-27 [8,11)"
EM0005,TOR05,106.17,13.31,0.13,17.41,31.24,23.175,3,"[8,11)",27/07/2023,"2023-07-27 [8,11)"
EM0004,TOR05,63.89,9.53,0.15,12.48,36.32,23.388,3,"[8,11)",27/07/2023,"2023-07-27 [8,11)"
EM0007,TOR05,146.23,20.6,0.14,6.86,11.18,23.475,3,"[8,11)",27/07/2023,"2023-07-27 [8,11)"
EM0001,TOR05,115.87,7.29,0.06,7.07,19.8,23.642,2,"[11,13)",27/07/2023,"2023-07-27 [11,13)"
EM0004,TOR05,77.32,8.48,0.11,8.16,21.86,23.642,2,"[11,13)",27/07/2023,"2023-07-27 [11,13)"
EM0005,TOR05,103.93,2.29,0.02,1.77,3.24,23.6,2,"[11,13)",27/07/2023,"2023-07-27 [11,13)"
EM0004,TOR05,76.26,10.39,0.14,9.48,27.83,23.4,5,"[13,18)",27/07/2023,"2023-07-27 [13,18)"
EM0001,TOR05,124.59,18.17,0.15,16.94,44.23,22.975,5,"[13,18)",27/07/2023,"2023-07-27 [13,18)"
EM0005,TOR05,106.57,5.06,0.05,4.88,13.86,24.2,5,"[13,18)",27/07/2023,"2023-07-27 [13,18)"
EM0003,TOR05,128.57,14.92,0.12,12.56,34.39,23.46,5,"[13,18)",27/07/2023,"2023-07-27 [13,18)"
EM0007,TOR05,149.46,17.71,0.12,17.09,46.02,24.233,5,"[13,18)",27/07/2023,"2023-07-27 [13,18)"
EM0005,TOR05,103.35,4.91,0.05,8.75,9.26,26.7,4,"[19,23)",27/07/2023,"2023-07-27 [19,23)"
EM0004,TOR05,82.2,9.72,0.12,10.88,25.58,26.745,4,"[19,23)",27/07/2023,"2023-07-27 [19,23)"
EM0007,TOR05,156.22,NA,NA,10.12,10.12,25.6,4,"[19,23)",27/07/2023,"2023-07-27 [19,23)"
EM0001,TOR05,123.21,NA,NA,25.06,25.06,25.6,4,"[19,23)",27/07/2023,"2023-07-27 [19,23)"
EM0005,TOR05,114.86,6.88,0.06,7.13,21.04,24.886,3,"[8,11)",28/07/2023,"2023-07-28 [8,11)"
EM0004,TOR05,77.2,8.63,0.11,14.09,21.34,25,3,"[8,11)",28/07/2023,"2023-07-28 [8,11)"
EM0007,TOR05,161.85,NA,NA,18.7,18.7,24.7,3,"[8,11)",28/07/2023,"2023-07-28 [8,11)"
EM0001,TOR05,119.52,2.9,0.02,8.36,29.46,24.883,3,"[8,11)",28/07/2023,"2023-07-28 [8,11)"
EM0001,TOR05,118.29,3.92,0.03,5.72,9.73,24.74,2,"[11,13)",28/07/2023,"2023-07-28 [11,13)"
EM0004,TOR05,70.27,12.31,0.18,13.03,29.24,24.86,2,"[11,13)",28/07/2023,"2023-07-28 [11,13)"
EM0005,TOR05,122.36,5.46,0.04,6.27,13.57,24.86,2,"[11,13)",28/07/2023,"2023-07-28 [11,13)"
EM0004,TOR05,85.47,6.84,0.08,5.75,22.38,24.033,5,"[13,18)",28/07/2023,"2023-07-28 [13,18)"
EM0005,TOR05,107.69,38,0.35,16.89,102.56,23.875,5,"[13,18)",28/07/2023,"2023-07-28 [13,18)"
EM0003,TOR05,107.65,NA,NA,23.83,23.83,24.3,5,"[13,18)",28/07/2023,"2023-07-28 [13,18)"
EM0001,TOR05,139.45,NA,NA,19.83,19.83,24.4,5,"[13,18)",28/07/2023,"2023-07-28 [13,18)"
EM0007,TOR05,120.34,6.44,0.05,27.58,46.05,24.3,5,"[13,18)",28/07/2023,"2023-07-28 [13,18)"
EM0004,TOR05,81.26,8.27,0.1,6.79,28.84,20.688,4,"[19,23)",28/07/2023,"2023-07-28 [19,23)"
EM0005,TOR05,127.93,5.66,0.04,5.74,11.13,20.887,4,"[19,23)",28/07/2023,"2023-07-28 [19,23)"
EM0003,TOR05,125.83,7.7,0.06,10.16,23.55,20.775,4,"[19,23)",28/07/2023,"2023-07-28 [19,23)"
EM0007,TOR05,126.88,5.05,0.04,8.66,33.96,20.443,4,"[19,23)",28/07/2023,"2023-07-28 [19,23)"
EM0001,TOR05,124.32,8.8,0.07,13.23,25.32,20.417,4,"[19,23)",28/07/2023,"2023-07-28 [19,23)"
EM0005,TOR05,120.54,12.29,0.1,14.05,30.27,23.562,3,"[8,11)",29/07/2023,"2023-07-29 [8,11)"
EM0007,TOR05,128.01,5.45,0.04,6.66,13.02,24.125,3,"[8,11)",29/07/2023,"2023-07-29 [8,11)"
EM0001,TOR05,140.22,NA,NA,24.03,24.03,23.5,3,"[8,11)",29/07/2023,"2023-07-29 [8,11)"
EM0004,TOR05,76.05,17.63,0.23,17.16,42.49,23.59,3,"[8,11)",29/07/2023,"2023-07-29 [8,11)"
EM0003,TOR05,121.71,7.05,0.06,9.31,9.97,23.7,3,"[8,11)",29/07/2023,"2023-07-29 [8,11)"
EM0004,TOR05,86.22,5.66,0.07,4.36,21.68,23.178,2,"[11,13)",29/07/2023,"2023-07-29 [11,13)"
EM0005,TOR05,184.23,124.86,0.68,8.9,11.23,24.067,2,"[11,13)",29/07/2023,"2023-07-29 [11,13)"
EM0007,TOR05,142.85,14.78,0.1,7.95,13.68,23.58,2,"[11,13)",29/07/2023,"2023-07-29 [11,13)"
EM0003,TOR05,132,5.74,0.04,6.6,9.79,21.88,5,"[13,18)",29/07/2023,"2023-07-29 [13,18)"
EM0004,TOR05,83.23,9.73,0.12,9.8,28.06,21.972,5,"[13,18)",29/07/2023,"2023-07-29 [13,18)"
EM0005,TOR05,121.13,6.94,0.06,5.83,21.85,21.475,5,"[13,18)",29/07/2023,"2023-07-29 [13,18)"
EM0007,TOR05,124.72,19.92,0.16,15.81,46.42,21.488,5,"[13,18)",29/07/2023,"2023-07-29 [13,18)"
EM0001,TOR05,118.44,19.11,0.16,17.6,64.91,21.783,5,"[13,18)",29/07/2023,"2023-07-29 [13,18)"
EM0005,TOR05,116.28,9.76,0.08,13.03,20.17,23.76,4,"[19,23)",29/07/2023,"2023-07-29 [19,23)"
EM0004,TOR05,79.49,5.94,0.07,6.5,16.8,23.807,4,"[19,23)",29/07/2023,"2023-07-29 [19,23)"
EM0007,TOR05,134.69,NA,NA,23.91,23.91,24.3,4,"[19,23)",29/07/2023,"2023-07-29 [19,23)"
EM0003,TOR05,136.44,2.29,0.02,4.07,4.9,23.6,4,"[19,23)",29/07/2023,"2023-07-29 [19,23)"
EM0001,TOR05,88.14,NA,NA,42.57,42.57,23.2,4,"[19,23)",29/07/2023,"2023-07-29 [19,23)"
EM0004,TOR05,79.16,10,0.13,8.16,39.99,21.042,3,"[8,11)",30/07/2023,"2023-07-30 [8,11)"
EM0001,TOR05,110.34,25.3,0.23,23.36,57.54,21.12,3,"[8,11)",30/07/2023,"2023-07-30 [8,11)"
EM0007,TOR05,142.27,11.16,0.08,7.38,23.05,20.867,3,"[8,11)",30/07/2023,"2023-07-30 [8,11)"
EM0005,TOR05,101.15,10.17,0.1,10.51,26.11,21.1,3,"[8,11)",30/07/2023,"2023-07-30 [8,11)"
EM0003,TOR05,130.85,8.34,0.06,8,15.71,20.725,3,"[8,11)",30/07/2023,"2023-07-30 [8,11)"
EM0007,TOR05,139.46,NA,NA,19.5,19.5,21,2,"[11,13)",30/07/2023,"2023-07-30 [11,13)"
EM0004,TOR05,84.98,5.54,0.07,6.88,14.77,21.488,2,"[11,13)",30/07/2023,"2023-07-30 [11,13)"
EM0003,TOR05,128.16,2.41,0.02,7.63,11.86,21.2,2,"[11,13)",30/07/2023,"2023-07-30 [11,13)"
EM0005,TOR05,105.68,3.35,0.03,10.84,16.93,21.8,2,"[11,13)",30/07/2023,"2023-07-30 [11,13)"
EM0001,TOR05,123.19,NA,NA,0.26,0.26,21.4,2,"[11,13)",30/07/2023,"2023-07-30 [11,13)"
EM0003,TOR05,123.53,9.31,0.08,10.42,19.05,21.485,5,"[13,18)",30/07/2023,"2023-07-30 [13,18)"
EM0004,TOR05,83.95,10.4,0.12,11.34,36.01,21.34,5,"[13,18)",30/07/2023,"2023-07-30 [13,18)"
EM0005,TOR05,98.13,4.65,0.05,6.21,12.69,21.286,5,"[13,18)",30/07/2023,"2023-07-30 [13,18)"
EM0007,TOR05,135.82,9.04,0.07,8.69,28.67,21.58,5,"[13,18)",30/07/2023,"2023-07-30 [13,18)"
EM0001,TOR05,119.75,11.35,0.09,7.87,35.81,21.482,5,"[13,18)",30/07/2023,"2023-07-30 [13,18)"
EM0003,TOR05,120.14,5.79,0.05,5.44,8.15,20.767,4,"[19,23)",30/07/2023,"2023-07-30 [19,23)"
EM0004,TOR05,74.69,8.52,0.11,7.38,21.49,21.271,4,"[19,23)",30/07/2023,"2023-07-30 [19,23)"
EM0007,TOR05,109.92,17.96,0.16,14.79,25.65,21.325,4,"[19,23)",30/07/2023,"2023-07-30 [19,23)"
EM0005,TOR05,110.69,17.75,0.16,8.43,11.03,21.25,4,"[19,23)",30/07/2023,"2023-07-30 [19,23)"
EM0001,TOR05,92.59,24.7,0.27,27.84,34.93,21.5,4,"[19,23)",30/07/2023,"2023-07-30 [19,23)"
EM0004,TOR05,76.56,10.33,0.13,11.41,23.78,21.021,3,"[8,11)",31/07/2023,"2023-07-31 [8,11)"
EM0001,TOR05,85.49,10.77,0.13,14,28.24,21.033,3,"[8,11)",31/07/2023,"2023-07-31 [8,11)"
EM0007,TOR05,124.89,21.86,0.18,18.76,47.95,21.8,3,"[8,11)",31/07/2023,"2023-07-31 [8,11)"
EM0005,TOR05,106.64,NA,NA,0.45,0.45,21.1,3,"[8,11)",31/07/2023,"2023-07-31 [8,11)"
EM0003,TOR05,119.89,25.13,0.21,23.31,35.53,21.2,3,"[8,11)",31/07/2023,"2023-07-31 [8,11)"
EM0005,TOR05,96.14,NA,NA,10.5,10.5,21.4,2,"[11,13)",31/07/2023,"2023-07-31 [11,13)"
EM0007,TOR05,127.5,20.93,0.16,2.55,3.9,22,2,"[11,13)",31/07/2023,"2023-07-31 [11,13)"
EM0004,TOR05,81.26,8.52,0.1,7.25,13.95,21.28,2,"[11,13)",31/07/2023,"2023-07-31 [11,13)"
EM0003,TOR05,128.77,3.3,0.03,9.98,23.34,21.1,2,"[11,13)",31/07/2023,"2023-07-31 [11,13)"
EM0001,TOR05,137.03,0.76,0.01,27.57,54.06,21.15,2,"[11,13)",31/07/2023,"2023-07-31 [11,13)"
EM0004,TOR05,81.76,6.82,0.08,5.9,23.72,21.332,5,"[13,18)",31/07/2023,"2023-07-31 [13,18)"
EM0001,TOR05,153.02,15.7,0.1,5.35,28.36,20.9,5,"[13,18)",31/07/2023,"2023-07-31 [13,18)"
EM0007,TOR05,138.26,16.07,0.12,11.8,53.19,21.183,5,"[13,18)",31/07/2023,"2023-07-31 [13,18)"
EM0005,TOR05,105.52,12.54,0.12,8.04,18.67,22.333,5,"[13,18)",31/07/2023,"2023-07-31 [13,18)"
EM0003,TOR05,124.76,11.71,0.09,9.02,17.93,20.9,5,"[13,18)",31/07/2023,"2023-07-31 [13,18)"
EM0007,TOR05,131.66,26.4,0.2,29.7,78.53,18.792,4,"[19,23)",31/07/2023,"2023-07-31 [19,23)"
EM0001,TOR05,108.65,12.42,0.11,11.65,26.7,18.762,4,"[19,23)",31/07/2023,"2023-07-31 [19,23)"
EM0004,TOR05,77.63,7.48,0.1,8.93,15.52,18.916,4,"[19,23)",31/07/2023,"2023-07-31 [19,23)"
EM0005,TOR05,106.51,13.06,0.12,14.31,35.11,19.1,4,"[19,23)",31/07/2023,"2023-07-31 [19,23)"
EM0003,TOR05,129.27,9.2,0.07,9.97,22.65,18.86,4,"[19,23)",31/07/2023,"2023-07-31 [19,23)"
EM0004,TOR05,79.01,9.14,0.12,9.5,24.2,20.647,3,"[8,11)",01/08/2023,"2023-08-01 [8,11)"
EM0005,TOR05,147.51,64.91,0.44,19.8,95.13,20.333,3,"[8,11)",01/08/2023,"2023-08-01 [8,11)"
EM0007,TOR04,109.19,29.75,0.27,23.52,38,20.98,3,"[8,11)",01/08/2023,"2023-08-01 [8,11)"
EM0003,TOR05,120.63,6.62,0.05,5.14,15.95,21.078,3,"[8,11)",01/08/2023,"2023-08-01 [8,11)"
EM0001,TOR05,114.29,8.71,0.08,12.61,15.43,20.675,3,"[8,11)",01/08/2023,"2023-08-01 [8,11)"
EM0004,TOR05,70.99,12.2,0.17,13.95,32.44,22.02,2,"[11,13)",01/08/2023,"2023-08-01 [11,13)"
EM0003,TOR05,109.02,18.36,0.17,13.5,27.35,22.35,2,"[11,13)",01/08/2023,"2023-08-01 [11,13)"
EM0001,TOR05,108.42,16.22,0.15,10.46,24.53,21.913,2,"[11,13)",01/08/2023,"2023-08-01 [11,13)"
EM0007,TOR05,125.79,14.49,0.12,13.38,20.5,22.1,2,"[11,13)",01/08/2023,"2023-08-01 [11,13)"
EM0005,TOR05,122.94,6.41,0.05,7.81,10.73,21.9,2,"[11,13)",01/08/2023,"2023-08-01 [11,13)"
EM0001,TOR05,102.82,12.04,0.12,6.55,24.82,20.45,5,"[13,18)",01/08/2023,"2023-08-01 [13,18)"
EM0007,TOR05,132.64,22.13,0.17,14.93,52.67,20.367,5,"[13,18)",01/08/2023,"2023-08-01 [13,18)"
EM0004,TOR05,75.55,8.81,0.12,8.49,39.91,20.521,5,"[13,18)",01/08/2023,"2023-08-01 [13,18)"
EM0005,TOR05,131.43,11.66,0.09,13.86,24.51,20.7,5,"[13,18)",01/08/2023,"2023-08-01 [13,18)"
EM0003,TOR05,126.73,12.19,0.1,12.35,41.48,20.415,5,"[13,18)",01/08/2023,"2023-08-01 [13,18)"
EM0003,TOR05,128.8,4.42,0.03,4.43,13.64,20.329,4,"[19,23)",01/08/2023,"2023-08-01 [19,23)"
EM0004,TOR05,76.27,8.73,0.11,9.25,25.87,20.263,4,"[19,23)",01/08/2023,"2023-08-01 [19,23)"
EM0007,TOR05,127.65,25.91,0.2,30.8,71.54,20.358,4,"[19,23)",01/08/2023,"2023-08-01 [19,23)"
EM0001,TOR05,107.65,20.4,0.19,16.79,96.38,20.236,4,"[19,23)",01/08/2023,"2023-08-01 [19,23)"
EM0004,TOR05,73.43,7.38,0.1,6.46,12.89,20.194,3,"[8,11)",02/08/2023,"2023-08-02 [8,11)"
EM0007,TOR05,114.51,19.8,0.17,19.46,51.73,20.176,3,"[8,11)",02/08/2023,"2023-08-02 [8,11)"
EM0001,TOR05,109.32,8.11,0.07,10.66,20.92,20.008,3,"[8,11)",02/08/2023,"2023-08-02 [8,11)"
EM0003,TOR05,120.58,1.51,0.01,6.57,11.01,20.85,3,"[8,11)",02/08/2023,"2023-08-02 [8,11)"
EM0001,TOR05,105.91,15.47,0.15,13.47,37.43,20.55,2,"[11,13)",02/08/2023,"2023-08-02 [11,13)"
EM0004,TOR05,77.83,6.7,0.09,6.79,17.63,20.529,2,"[11,13)",02/08/2023,"2023-08-02 [11,13)"
EM0007,TOR05,115.21,12.21,0.11,13.98,29.33,20.49,2,"[11,13)",02/08/2023,"2023-08-02 [11,13)"
EM0003,TOR05,127.81,NA,NA,8.3,8.3,20.5,2,"[11,13)",02/08/2023,"2023-08-02 [11,13)"
EM0004,TOR05,79.54,7.89,0.1,7.63,26.3,20.248,5,"[13,18)",02/08/2023,"2023-08-02 [13,18)"
EM0007,TOR05,144.01,16.99,0.12,10.98,50.97,20.194,5,"[13,18)",02/08/2023,"2023-08-02 [13,18)"
EM0003,TOR05,130.97,4.42,0.03,4.35,8.6,20.2,5,"[13,18)",02/08/2023,"2023-08-02 [13,18)"
EM0001,TOR05,124.97,18.05,0.14,13.67,41.07,20.244,5,"[13,18)",02/08/2023,"2023-08-02 [13,18)"
EM0001,TOR05,112.53,5.8,0.05,6.38,15.75,19.4,4,"[19,23)",02/08/2023,"2023-08-02 [19,23)"
EM0007,TOR05,120.44,15.28,0.13,10.33,55.61,19.435,4,"[19,23)",02/08/2023,"2023-08-02 [19,23)"
EM0004,TOR05,77.85,8.7,0.11,6.59,20.22,19.418,4,"[19,23)",02/08/2023,"2023-08-02 [19,23)"
EM0003,TOR05,121.38,NA,NA,7.97,7.97,19.4,4,"[19,23)",02/08/2023,"2023-08-02 [19,23)"
EM0004,TOR05,70.01,8.08,0.12,10.67,17.02,20.264,3,"[8,11)",03/08/2023,"2023-08-03 [8,11)"
EM0001,TOR05,109.07,5.55,0.05,5.1,14.67,20.136,3,"[8,11)",03/08/2023,"2023-08-03 [8,11)"
EM0007,TOR05,151.45,3.74,0.02,8.39,32.78,20.186,3,"[8,11)",03/08/2023,"2023-08-03 [8,11)"
EM0003,TOR05,128.59,NA,NA,2.64,2.64,19.5,3,"[8,11)",03/08/2023,"2023-08-03 [8,11)"
EM0004,TOR05,80.02,8.37,0.1,6.83,20.52,21.658,2,"[11,13)",03/08/2023,"2023-08-03 [11,13)"
EM0001,TOR05,110.99,14.31,0.13,13,20.24,21.4,2,"[11,13)",03/08/2023,"2023-08-03 [11,13)"
EM0003,TOR05,125.69,NA,NA,2.9,2.9,21.8,2,"[11,13)",03/08/2023,"2023-08-03 [11,13)"
EM0007,TOR05,145.83,NA,NA,0.75,0.75,21.8,2,"[11,13)",03/08/2023,"2023-08-03 [11,13)"
EM0004,TOR05,84.44,6.09,0.07,5.23,20.77,20.935,5,"[13,18)",03/08/2023,"2023-08-03 [13,18)"
EM0007,TOR05,132.05,18.94,0.14,21.71,45.07,20.725,5,"[13,18)",03/08/2023,"2023-08-03 [13,18)"
EM0003,TOR05,132.97,11.12,0.08,13.65,27.76,20.9,5,"[13,18)",03/08/2023,"2023-08-03 [13,18)"
EM0001,TOR05,105.67,10.1,0.1,10.87,29.83,21.389,5,"[13,18)",03/08/2023,"2023-08-03 [13,18)"
