day,hora,divers
30/11/2022,"[11,13)",0
30/11/2022,"[13,18)",0
30/11/2022,"[19,23)",0
30/11/2022,"[8,11)",0
01/12/2022,"[11,13)",0
01/12/2022,"[13,18)",0
01/12/2022,"[19,23)",0
01/12/2022,"[8,11)",0
02/12/2022,"[11,13)",0
02/12/2022,"[13,18)",0
02/12/2022,"[19,23)",0
02/12/2022,"[8,11)",0
03/12/2022,"[11,13)",12
03/12/2022,"[13,18)",0
03/12/2022,"[19,23)",0
03/12/2022,"[8,11)",12
04/12/2022,"[11,13)",0
04/12/2022,"[13,18)",0
04/12/2022,"[19,23)",0
04/12/2022,"[8,11)",0
05/12/2022,"[11,13)",0
05/12/2022,"[13,18)",0
05/12/2022,"[19,23)",0
05/12/2022,"[8,11)",0
06/12/2022,"[11,13)",20
06/12/2022,"[13,18)",20
06/12/2022,"[19,23)",0
06/12/2022,"[8,11)",20
07/12/2022,"[11,13)",0
07/12/2022,"[13,18)",0
07/12/2022,"[19,23)",0
07/12/2022,"[8,11)",0
08/12/2022,"[11,13)",0
08/12/2022,"[13,18)",0
08/12/2022,"[19,23)",0
08/12/2022,"[8,11)",0
09/12/2022,"[11,13)",0
09/12/2022,"[13,18)",0
09/12/2022,"[19,23)",0
09/12/2022,"[8,11)",0
10/12/2022,"[11,13)",0
10/12/2022,"[13,18)",0
10/12/2022,"[19,23)",0
10/12/2022,"[8,11)",0
11/12/2022,"[11,13)",24
11/12/2022,"[13,18)",0
11/12/2022,"[19,23)",0
11/12/2022,"[8,11)",0
12/12/2022,"[11,13)",0
12/12/2022,"[13,18)",0
12/12/2022,"[19,23)",0
12/12/2022,"[8,11)",0
13/12/2022,"[11,13)",0
13/12/2022,"[13,18)",0
13/12/2022,"[19,23)",0
13/12/2022,"[8,11)",0
14/12/2022,"[11,13)",0
14/12/2022,"[13,18)",0
14/12/2022,"[19,23)",0
14/12/2022,"[8,11)",0
15/12/2022,"[11,13)",0
15/12/2022,"[13,18)",0
15/12/2022,"[19,23)",0
15/12/2022,"[8,11)",0
16/12/2022,"[11,13)",0
16/12/2022,"[13,18)",0
16/12/2022,"[19,23)",0
16/12/2022,"[8,11)",0
17/12/2022,"[11,13)",36
17/12/2022,"[13,18)",0
17/12/2022,"[19,23)",0
17/12/2022,"[8,11)",12
18/12/2022,"[11,13)",24
18/12/2022,"[13,18)",0
18/12/2022,"[19,23)",0
18/12/2022,"[8,11)",0
19/12/2022,"[11,13)",0
19/12/2022,"[13,18)",0
19/12/2022,"[19,23)",0
19/12/2022,"[8,11)",0
20/12/2022,"[11,13)",0
20/12/2022,"[13,18)",0
20/12/2022,"[19,23)",0
20/12/2022,"[8,11)",0
21/12/2022,"[11,13)",0
21/12/2022,"[13,18)",0
21/12/2022,"[19,23)",0
21/12/2022,"[8,11)",0
22/12/2022,"[11,13)",0
22/12/2022,"[13,18)",0
22/12/2022,"[19,23)",0
22/12/2022,"[8,11)",0
23/12/2022,"[11,13)",0
23/12/2022,"[13,18)",0
23/12/2022,"[19,23)",0
23/12/2022,"[8,11)",0
24/12/2022,"[11,13)",48
24/12/2022,"[13,18)",0
24/12/2022,"[19,23)",0
24/12/2022,"[8,11)",0
25/12/2022,"[11,13)",0
25/12/2022,"[13,18)",0
25/12/2022,"[19,23)",0
25/12/2022,"[8,11)",0
26/12/2022,"[11,13)",20
26/12/2022,"[13,18)",20
26/12/2022,"[19,23)",0
26/12/2022,"[8,11)",24
27/12/2022,"[11,13)",0
27/12/2022,"[13,18)",0
27/12/2022,"[19,23)",0
27/12/2022,"[8,11)",0
28/12/2022,"[11,13)",0
28/12/2022,"[13,18)",0
28/12/2022,"[19,23)",0
28/12/2022,"[8,11)",0
29/12/2022,"[11,13)",0
29/12/2022,"[13,18)",0
29/12/2022,"[19,23)",0
29/12/2022,"[8,11)",0
30/12/2022,"[11,13)",0
30/12/2022,"[13,18)",0
30/12/2022,"[19,23)",0
30/12/2022,"[8,11)",0
31/12/2022,"[11,13)",12
31/12/2022,"[13,18)",0
31/12/2022,"[19,23)",0
31/12/2022,"[8,11)",24
01/01/2023,"[11,13)",0
01/01/2023,"[13,18)",0
01/01/2023,"[19,23)",0
01/01/2023,"[8,11)",0
02/01/2023,"[11,13)",0
02/01/2023,"[13,18)",0
02/01/2023,"[19,23)",0
02/01/2023,"[8,11)",0
03/01/2023,"[11,13)",0
03/01/2023,"[13,18)",0
03/01/2023,"[19,23)",0
03/01/2023,"[8,11)",0
04/01/2023,"[11,13)",0
04/01/2023,"[13,18)",0
04/01/2023,"[19,23)",0
04/01/2023,"[8,11)",0
05/01/2023,"[11,13)",0
05/01/2023,"[13,18)",0
05/01/2023,"[19,23)",0
05/01/2023,"[8,11)",0
06/01/2023,"[11,13)",12
06/01/2023,"[13,18)",0
06/01/2023,"[19,23)",0
06/01/2023,"[8,11)",0
07/01/2023,"[11,13)",0
07/01/2023,"[13,18)",0
07/01/2023,"[19,23)",0
07/01/2023,"[8,11)",0
08/01/2023,"[11,13)",0
08/01/2023,"[13,18)",0
08/01/2023,"[19,23)",0
08/01/2023,"[8,11)",0
09/01/2023,"[11,13)",0
09/01/2023,"[13,18)",0
09/01/2023,"[19,23)",0
09/01/2023,"[8,11)",0
10/01/2023,"[11,13)",0
10/01/2023,"[13,18)",0
10/01/2023,"[19,23)",0
10/01/2023,"[8,11)",0
11/01/2023,"[11,13)",0
11/01/2023,"[13,18)",0
11/01/2023,"[19,23)",0
11/01/2023,"[8,11)",0
12/01/2023,"[11,13)",0
12/01/2023,"[13,18)",0
12/01/2023,"[19,23)",0
12/01/2023,"[8,11)",0
13/01/2023,"[11,13)",0
13/01/2023,"[13,18)",0
13/01/2023,"[19,23)",0
13/01/2023,"[8,11)",0
14/01/2023,"[11,13)",12
14/01/2023,"[13,18)",0
14/01/2023,"[19,23)",0
14/01/2023,"[8,11)",12
15/01/2023,"[11,13)",0
15/01/2023,"[13,18)",0
15/01/2023,"[19,23)",0
15/01/2023,"[8,11)",0
16/01/2023,"[11,13)",0
16/01/2023,"[13,18)",0
16/01/2023,"[19,23)",0
16/01/2023,"[8,11)",0
17/01/2023,"[11,13)",0
17/01/2023,"[13,18)",0
17/01/2023,"[19,23)",0
17/01/2023,"[8,11)",0
18/01/2023,"[11,13)",0
18/01/2023,"[13,18)",0
18/01/2023,"[19,23)",0
18/01/2023,"[8,11)",0
19/01/2023,"[11,13)",0
19/01/2023,"[13,18)",0
19/01/2023,"[19,23)",0
19/01/2023,"[8,11)",0
20/01/2023,"[11,13)",0
20/01/2023,"[13,18)",0
20/01/2023,"[19,23)",0
20/01/2023,"[8,11)",0
21/01/2023,"[11,13)",0
21/01/2023,"[13,18)",0
21/01/2023,"[19,23)",0
21/01/2023,"[8,11)",0
22/01/2023,"[11,13)",0
22/01/2023,"[13,18)",0
22/01/2023,"[19,23)",0
22/01/2023,"[8,11)",12
23/01/2023,"[11,13)",0
23/01/2023,"[13,18)",0
23/01/2023,"[19,23)",0
23/01/2023,"[8,11)",0
24/01/2023,"[11,13)",0
24/01/2023,"[13,18)",0
24/01/2023,"[19,23)",0
24/01/2023,"[8,11)",0
25/01/2023,"[11,13)",0
25/01/2023,"[13,18)",0
25/01/2023,"[19,23)",0
25/01/2023,"[8,11)",0
26/01/2023,"[11,13)",0
26/01/2023,"[13,18)",0
26/01/2023,"[19,23)",0
26/01/2023,"[8,11)",0
27/01/2023,"[11,13)",0
27/01/2023,"[13,18)",0
27/01/2023,"[19,23)",0
27/01/2023,"[8,11)",0
28/01/2023,"[11,13)",12
28/01/2023,"[13,18)",0
28/01/2023,"[19,23)",0
28/01/2023,"[8,11)",11
29/01/2023,"[11,13)",0
29/01/2023,"[13,18)",0
29/01/2023,"[19,23)",0
29/01/2023,"[8,11)",0
30/01/2023,"[11,13)",0
30/01/2023,"[13,18)",0
30/01/2023,"[19,23)",0
30/01/2023,"[8,11)",0
31/01/2023,"[11,13)",0
31/01/2023,"[13,18)",0
31/01/2023,"[19,23)",0
31/01/2023,"[8,11)",0
01/02/2023,"[11,13)",0
01/02/2023,"[13,18)",0
01/02/2023,"[19,23)",0
01/02/2023,"[8,11)",0
02/02/2023,"[11,13)",0
02/02/2023,"[13,18)",0
02/02/2023,"[19,23)",0
02/02/2023,"[8,11)",0
03/02/2023,"[11,13)",0
03/02/2023,"[13,18)",0
03/02/2023,"[19,23)",0
03/02/2023,"[8,11)",0
04/02/2023,"[11,13)",12
04/02/2023,"[13,18)",0
04/02/2023,"[19,23)",0
04/02/2023,"[8,11)",12
05/02/2023,"[11,13)",9
05/02/2023,"[13,18)",0
05/02/2023,"[19,23)",0
05/02/2023,"[8,11)",0
06/02/2023,"[11,13)",0
06/02/2023,"[13,18)",0
06/02/2023,"[19,23)",0
06/02/2023,"[8,11)",0
07/02/2023,"[11,13)",0
07/02/2023,"[13,18)",0
07/02/2023,"[19,23)",0
07/02/2023,"[8,11)",0
08/02/2023,"[11,13)",0
08/02/2023,"[13,18)",0
08/02/2023,"[19,23)",0
08/02/2023,"[8,11)",0
09/02/2023,"[11,13)",0
09/02/2023,"[13,18)",0
09/02/2023,"[19,23)",0
09/02/2023,"[8,11)",0
10/02/2023,"[11,13)",0
10/02/2023,"[13,18)",0
10/02/2023,"[19,23)",0
10/02/2023,"[8,11)",0
11/02/2023,"[11,13)",0
11/02/2023,"[13,18)",0
11/02/2023,"[19,23)",0
11/02/2023,"[8,11)",36
12/02/2023,"[11,13)",12
12/02/2023,"[13,18)",0
12/02/2023,"[19,23)",0
12/02/2023,"[8,11)",0
13/02/2023,"[11,13)",0
13/02/2023,"[13,18)",0
13/02/2023,"[19,23)",0
13/02/2023,"[8,11)",0
14/02/2023,"[11,13)",0
14/02/2023,"[13,18)",0
14/02/2023,"[19,23)",0
14/02/2023,"[8,11)",0
15/02/2023,"[11,13)",0
15/02/2023,"[13,18)",0
15/02/2023,"[19,23)",0
15/02/2023,"[8,11)",0
16/02/2023,"[11,13)",0
16/02/2023,"[13,18)",0
16/02/2023,"[19,23)",0
16/02/2023,"[8,11)",0
17/02/2023,"[11,13)",0
17/02/2023,"[13,18)",0
17/02/2023,"[19,23)",0
17/02/2023,"[8,11)",0
18/02/2023,"[11,13)",0
18/02/2023,"[13,18)",0
18/02/2023,"[19,23)",0
18/02/2023,"[8,11)",0
19/02/2023,"[11,13)",12
19/02/2023,"[13,18)",0
19/02/2023,"[19,23)",0
19/02/2023,"[8,11)",0
20/02/2023,"[11,13)",0
20/02/2023,"[13,18)",0
20/02/2023,"[19,23)",0
20/02/2023,"[8,11)",0
21/02/2023,"[11,13)",0
21/02/2023,"[13,18)",0
21/02/2023,"[19,23)",0
21/02/2023,"[8,11)",0
22/02/2023,"[11,13)",0
22/02/2023,"[13,18)",0
22/02/2023,"[19,23)",0
22/02/2023,"[8,11)",0
23/02/2023,"[11,13)",0
23/02/2023,"[13,18)",0
23/02/2023,"[19,23)",0
23/02/2023,"[8,11)",0
24/02/2023,"[11,13)",0
24/02/2023,"[13,18)",0
24/02/2023,"[19,23)",0
24/02/2023,"[8,11)",0
25/02/2023,"[11,13)",12
25/02/2023,"[13,18)",0
25/02/2023,"[19,23)",0
25/02/2023,"[8,11)",24
26/02/2023,"[11,13)",0
26/02/2023,"[13,18)",0
26/02/2023,"[19,23)",0
26/02/2023,"[8,11)",0
27/02/2023,"[11,13)",0
27/02/2023,"[13,18)",0
27/02/2023,"[19,23)",0
27/02/2023,"[8,11)",0
28/02/2023,"[11,13)",0
28/02/2023,"[13,18)",0
28/02/2023,"[19,23)",0
28/02/2023,"[8,11)",0
01/03/2023,"[11,13)",0
01/03/2023,"[13,18)",0
01/03/2023,"[19,23)",0
01/03/2023,"[8,11)",0
02/03/2023,"[11,13)",0
02/03/2023,"[13,18)",0
02/03/2023,"[19,23)",0
02/03/2023,"[8,11)",0
03/03/2023,"[11,13)",0
03/03/2023,"[13,18)",0
03/03/2023,"[19,23)",0
03/03/2023,"[8,11)",0
04/03/2023,"[11,13)",12
04/03/2023,"[13,18)",0
04/03/2023,"[19,23)",0
04/03/2023,"[8,11)",12
05/03/2023,"[11,13)",12
05/03/2023,"[13,18)",0
05/03/2023,"[19,23)",0
05/03/2023,"[8,11)",12
06/03/2023,"[11,13)",0
06/03/2023,"[13,18)",0
06/03/2023,"[19,23)",0
06/03/2023,"[8,11)",0
07/03/2023,"[11,13)",0
07/03/2023,"[13,18)",0
07/03/2023,"[19,23)",0
07/03/2023,"[8,11)",0
08/03/2023,"[11,13)",0
08/03/2023,"[13,18)",0
08/03/2023,"[19,23)",0
08/03/2023,"[8,11)",0
09/03/2023,"[11,13)",0
09/03/2023,"[13,18)",0
09/03/2023,"[19,23)",0
09/03/2023,"[8,11)",0
10/03/2023,"[11,13)",0
10/03/2023,"[13,18)",0
10/03/2023,"[19,23)",0
10/03/2023,"[8,11)",0
11/03/2023,"[11,13)",0
11/03/2023,"[13,18)",0
11/03/2023,"[19,23)",0
11/03/2023,"[8,11)",0
12/03/2023,"[11,13)",12
12/03/2023,"[13,18)",0
12/03/2023,"[19,23)",0
12/03/2023,"[8,11)",12
13/03/2023,"[11,13)",0
13/03/2023,"[13,18)",0
13/03/2023,"[19,23)",0
13/03/2023,"[8,11)",0
14/03/2023,"[11,13)",0
14/03/2023,"[13,18)",0
14/03/2023,"[19,23)",0
14/03/2023,"[8,11)",0
15/03/2023,"[11,13)",0
15/03/2023,"[13,18)",0
15/03/2023,"[19,23)",0
15/03/2023,"[8,11)",0
16/03/2023,"[11,13)",0
16/03/2023,"[13,18)",0
16/03/2023,"[19,23)",0
16/03/2023,"[8,11)",0
17/03/2023,"[11,13)",0
17/03/2023,"[13,18)",0
17/03/2023,"[19,23)",0
17/03/2023,"[8,11)",0
18/03/2023,"[11,13)",24
18/03/2023,"[13,18)",0
18/03/2023,"[19,23)",0
18/03/2023,"[8,11)",12
19/03/2023,"[11,13)",12
19/03/2023,"[13,18)",0
19/03/2023,"[19,23)",0
19/03/2023,"[8,11)",24
20/03/2023,"[11,13)",0
20/03/2023,"[13,18)",0
20/03/2023,"[19,23)",0
20/03/2023,"[8,11)",0
21/03/2023,"[11,13)",0
21/03/2023,"[13,18)",0
21/03/2023,"[19,23)",0
21/03/2023,"[8,11)",0
22/03/2023,"[11,13)",0
22/03/2023,"[13,18)",0
22/03/2023,"[19,23)",0
22/03/2023,"[8,11)",0
23/03/2023,"[11,13)",0
23/03/2023,"[13,18)",0
23/03/2023,"[19,23)",0
23/03/2023,"[8,11)",0
24/03/2023,"[11,13)",0
24/03/2023,"[13,18)",0
24/03/2023,"[19,23)",0
24/03/2023,"[8,11)",0
25/03/2023,"[11,13)",12
25/03/2023,"[13,18)",0
25/03/2023,"[19,23)",0
25/03/2023,"[8,11)",36
26/03/2023,"[11,13)",12
26/03/2023,"[13,18)",0
26/03/2023,"[19,23)",0
26/03/2023,"[8,11)",24
27/03/2023,"[11,13)",0
27/03/2023,"[13,18)",0
27/03/2023,"[19,23)",0
27/03/2023,"[8,11)",0
28/03/2023,"[11,13)",0
28/03/2023,"[13,18)",0
28/03/2023,"[19,23)",0
28/03/2023,"[8,11)",0
29/03/2023,"[11,13)",0
29/03/2023,"[13,18)",0
29/03/2023,"[19,23)",0
29/03/2023,"[8,11)",0
30/03/2023,"[11,13)",0
30/03/2023,"[13,18)",0
30/03/2023,"[19,23)",0
30/03/2023,"[8,11)",0
31/03/2023,"[11,13)",0
31/03/2023,"[13,18)",0
31/03/2023,"[19,23)",0
31/03/2023,"[8,11)",0
01/04/2023,"[11,13)",24
01/04/2023,"[13,18)",12
01/04/2023,"[19,23)",0
01/04/2023,"[8,11)",36
02/04/2023,"[11,13)",24
02/04/2023,"[13,18)",0
02/04/2023,"[19,23)",0
02/04/2023,"[8,11)",24
03/04/2023,"[11,13)",12
03/04/2023,"[13,18)",0
03/04/2023,"[19,23)",0
03/04/2023,"[8,11)",0
04/04/2023,"[11,13)",24
04/04/2023,"[13,18)",24
04/04/2023,"[19,23)",0
04/04/2023,"[8,11)",0
05/04/2023,"[11,13)",24
05/04/2023,"[13,18)",24
05/04/2023,"[19,23)",0
05/04/2023,"[8,11)",24
06/04/2023,"[11,13)",24
06/04/2023,"[13,18)",24
06/04/2023,"[19,23)",0
06/04/2023,"[8,11)",36
07/04/2023,"[11,13)",48
07/04/2023,"[13,18)",34
07/04/2023,"[19,23)",12
07/04/2023,"[8,11)",36
08/04/2023,"[11,13)",44
08/04/2023,"[13,18)",24
08/04/2023,"[19,23)",0
08/04/2023,"[8,11)",46
09/04/2023,"[11,13)",44
09/04/2023,"[13,18)",0
09/04/2023,"[19,23)",0
09/04/2023,"[8,11)",44
10/04/2023,"[11,13)",44
10/04/2023,"[13,18)",24
10/04/2023,"[19,23)",0
10/04/2023,"[8,11)",44
11/04/2023,"[11,13)",44
11/04/2023,"[13,18)",24
11/04/2023,"[19,23)",0
11/04/2023,"[8,11)",24
12/04/2023,"[11,13)",12
12/04/2023,"[13,18)",0
12/04/2023,"[19,23)",0
12/04/2023,"[8,11)",0
13/04/2023,"[11,13)",21
13/04/2023,"[13,18)",12
13/04/2023,"[19,23)",0
13/04/2023,"[8,11)",0
14/04/2023,"[11,13)",0
14/04/2023,"[13,18)",0
14/04/2023,"[19,23)",0
14/04/2023,"[8,11)",0
15/04/2023,"[11,13)",24
15/04/2023,"[13,18)",24
15/04/2023,"[19,23)",0
15/04/2023,"[8,11)",24
16/04/2023,"[11,13)",22
16/04/2023,"[13,18)",0
16/04/2023,"[19,23)",0
16/04/2023,"[8,11)",24
17/04/2023,"[11,13)",12
17/04/2023,"[13,18)",12
17/04/2023,"[19,23)",0
17/04/2023,"[8,11)",0
18/04/2023,"[11,13)",12
18/04/2023,"[13,18)",0
18/04/2023,"[19,23)",0
18/04/2023,"[8,11)",0
19/04/2023,"[11,13)",12
19/04/2023,"[13,18)",12
19/04/2023,"[19,23)",0
19/04/2023,"[8,11)",0
20/04/2023,"[11,13)",22
20/04/2023,"[13,18)",11
20/04/2023,"[19,23)",0
20/04/2023,"[8,11)",0
21/04/2023,"[11,13)",11
21/04/2023,"[13,18)",11
21/04/2023,"[19,23)",0
21/04/2023,"[8,11)",0
22/04/2023,"[11,13)",33
22/04/2023,"[13,18)",23
22/04/2023,"[19,23)",0
22/04/2023,"[8,11)",23
23/04/2023,"[11,13)",43
23/04/2023,"[13,18)",0
23/04/2023,"[19,23)",0
23/04/2023,"[8,11)",43
24/04/2023,"[11,13)",12
24/04/2023,"[13,18)",0
24/04/2023,"[19,23)",0
24/04/2023,"[8,11)",12
25/04/2023,"[11,13)",12
25/04/2023,"[13,18)",12
25/04/2023,"[19,23)",0
25/04/2023,"[8,11)",0
26/04/2023,"[11,13)",12
26/04/2023,"[13,18)",12
26/04/2023,"[19,23)",0
26/04/2023,"[8,11)",0
27/04/2023,"[11,13)",23
27/04/2023,"[13,18)",12
27/04/2023,"[19,23)",0
27/04/2023,"[8,11)",0
28/04/2023,"[11,13)",12
28/04/2023,"[13,18)",12
28/04/2023,"[19,23)",0
28/04/2023,"[8,11)",0
29/04/2023,"[11,13)",44
29/04/2023,"[13,18)",32
29/04/2023,"[19,23)",0
29/04/2023,"[8,11)",43
30/04/2023,"[11,13)",44
30/04/2023,"[13,18)",20
30/04/2023,"[19,23)",0
30/04/2023,"[8,11)",45
01/05/2023,"[11,13)",44
01/05/2023,"[13,18)",12
01/05/2023,"[19,23)",0
01/05/2023,"[8,11)",36
02/05/2023,"[11,13)",35
02/05/2023,"[13,18)",0
02/05/2023,"[19,23)",0
02/05/2023,"[8,11)",0
03/05/2023,"[11,13)",24
03/05/2023,"[13,18)",24
03/05/2023,"[19,23)",0
03/05/2023,"[8,11)",24
04/05/2023,"[11,13)",24
04/05/2023,"[13,18)",0
04/05/2023,"[19,23)",0
04/05/2023,"[8,11)",46
05/05/2023,"[11,13)",24
05/05/2023,"[13,18)",0
05/05/2023,"[19,23)",0
05/05/2023,"[8,11)",24
06/05/2023,"[11,13)",44
06/05/2023,"[13,18)",32
06/05/2023,"[19,23)",0
06/05/2023,"[8,11)",44
07/05/2023,"[11,13)",34
07/05/2023,"[13,18)",0
07/05/2023,"[19,23)",0
07/05/2023,"[8,11)",35
08/05/2023,"[11,13)",24
08/05/2023,"[13,18)",0
08/05/2023,"[19,23)",0
08/05/2023,"[8,11)",24
09/05/2023,"[11,13)",12
09/05/2023,"[13,18)",0
09/05/2023,"[19,23)",0
09/05/2023,"[8,11)",12
10/05/2023,"[11,13)",44
10/05/2023,"[13,18)",24
10/05/2023,"[19,23)",0
10/05/2023,"[8,11)",44
11/05/2023,"[11,13)",12
11/05/2023,"[13,18)",0
11/05/2023,"[19,23)",0
11/05/2023,"[8,11)",12
12/05/2023,"[11,13)",32
12/05/2023,"[13,18)",0
12/05/2023,"[19,23)",0
12/05/2023,"[8,11)",32
13/05/2023,"[11,13)",56
13/05/2023,"[13,18)",32
13/05/2023,"[19,23)",0
13/05/2023,"[8,11)",56
14/05/2023,"[11,13)",44
14/05/2023,"[13,18)",22
14/05/2023,"[19,23)",0
14/05/2023,"[8,11)",44
15/05/2023,"[11,13)",12
15/05/2023,"[13,18)",0
15/05/2023,"[19,23)",0
15/05/2023,"[8,11)",24
16/05/2023,"[11,13)",24
16/05/2023,"[13,18)",24
16/05/2023,"[19,23)",0
16/05/2023,"[8,11)",24
17/05/2023,"[11,13)",24
17/05/2023,"[13,18)",24
17/05/2023,"[19,23)",0
17/05/2023,"[8,11)",23
18/05/2023,"[11,13)",43
18/05/2023,"[13,18)",24
18/05/2023,"[19,23)",0
18/05/2023,"[8,11)",35
19/05/2023,"[11,13)",44
19/05/2023,"[13,18)",24
19/05/2023,"[19,23)",0
19/05/2023,"[8,11)",24
20/05/2023,"[11,13)",46
20/05/2023,"[13,18)",24
20/05/2023,"[19,23)",0
20/05/2023,"[8,11)",46
21/05/2023,"[11,13)",46
21/05/2023,"[13,18)",0
21/05/2023,"[19,23)",0
21/05/2023,"[8,11)",48
22/05/2023,"[11,13)",12
22/05/2023,"[13,18)",12
22/05/2023,"[19,23)",0
22/05/2023,"[8,11)",12
23/05/2023,"[11,13)",35
23/05/2023,"[13,18)",0
23/05/2023,"[19,23)",0
23/05/2023,"[8,11)",35
24/05/2023,"[11,13)",44
24/05/2023,"[13,18)",44
24/05/2023,"[19,23)",0
24/05/2023,"[8,11)",44
25/05/2023,"[11,13)",30
25/05/2023,"[13,18)",10
25/05/2023,"[19,23)",0
25/05/2023,"[8,11)",30
26/05/2023,"[11,13)",44
26/05/2023,"[13,18)",20
26/05/2023,"[19,23)",0
26/05/2023,"[8,11)",44
27/05/2023,"[11,13)",44
27/05/2023,"[13,18)",44
27/05/2023,"[19,23)",0
27/05/2023,"[8,11)",44
28/05/2023,"[11,13)",44
28/05/2023,"[13,18)",44
28/05/2023,"[19,23)",0
28/05/2023,"[8,11)",44
29/05/2023,"[11,13)",0
29/05/2023,"[13,18)",0
29/05/2023,"[19,23)",0
29/05/2023,"[8,11)",0
30/05/2023,"[11,13)",24
30/05/2023,"[13,18)",0
30/05/2023,"[19,23)",0
30/05/2023,"[8,11)",36
31/05/2023,"[11,13)",35
31/05/2023,"[13,18)",24
31/05/2023,"[19,23)",0
31/05/2023,"[8,11)",35
01/06/2023,"[11,13)",24
01/06/2023,"[13,18)",24
01/06/2023,"[19,23)",0
01/06/2023,"[8,11)",24
02/06/2023,"[11,13)",33
02/06/2023,"[13,18)",22
02/06/2023,"[19,23)",0
02/06/2023,"[8,11)",33
03/06/2023,"[11,13)",45
03/06/2023,"[13,18)",34
03/06/2023,"[19,23)",0
03/06/2023,"[8,11)",45
04/06/2023,"[11,13)",44
04/06/2023,"[13,18)",20
04/06/2023,"[19,23)",0
04/06/2023,"[8,11)",44
05/06/2023,"[11,13)",24
05/06/2023,"[13,18)",0
05/06/2023,"[19,23)",0
05/06/2023,"[8,11)",24
06/06/2023,"[11,13)",43
06/06/2023,"[13,18)",12
06/06/2023,"[19,23)",0
06/06/2023,"[8,11)",43
07/06/2023,"[11,13)",44
07/06/2023,"[13,18)",44
07/06/2023,"[19,23)",0
07/06/2023,"[8,11)",20
08/06/2023,"[11,13)",42
08/06/2023,"[13,18)",31
08/06/2023,"[19,23)",20
08/06/2023,"[8,11)",11
09/06/2023,"[11,13)",45
09/06/2023,"[13,18)",45
09/06/2023,"[19,23)",0
09/06/2023,"[8,11)",45
10/06/2023,"[11,13)",44
10/06/2023,"[13,18)",32
10/06/2023,"[19,23)",0
10/06/2023,"[8,11)",44
11/06/2023,"[11,13)",44
11/06/2023,"[13,18)",20
11/06/2023,"[19,23)",0
11/06/2023,"[8,11)",44
12/06/2023,"[11,13)",24
12/06/2023,"[13,18)",0
12/06/2023,"[19,23)",0
12/06/2023,"[8,11)",24
13/06/2023,"[11,13)",42
13/06/2023,"[13,18)",24
13/06/2023,"[19,23)",0
13/06/2023,"[8,11)",42
14/06/2023,"[11,13)",24
14/06/2023,"[13,18)",24
14/06/2023,"[19,23)",0
14/06/2023,"[8,11)",24
15/06/2023,"[11,13)",44
15/06/2023,"[13,18)",44
15/06/2023,"[19,23)",0
15/06/2023,"[8,11)",44
16/06/2023,"[11,13)",44
16/06/2023,"[13,18)",34
16/06/2023,"[19,23)",0
16/06/2023,"[8,11)",20
17/06/2023,"[11,13)",45
17/06/2023,"[13,18)",45
17/06/2023,"[19,23)",0
17/06/2023,"[8,11)",45
18/06/2023,"[11,13)",45
18/06/2023,"[13,18)",10
18/06/2023,"[19,23)",0
18/06/2023,"[8,11)",45
19/06/2023,"[11,13)",24
19/06/2023,"[13,18)",24
19/06/2023,"[19,23)",0
19/06/2023,"[8,11)",36
20/06/2023,"[11,13)",34
20/06/2023,"[13,18)",34
20/06/2023,"[19,23)",0
20/06/2023,"[8,11)",34
21/06/2023,"[11,13)",44
21/06/2023,"[13,18)",44
21/06/2023,"[19,23)",0
21/06/2023,"[8,11)",44
22/06/2023,"[11,13)",43
22/06/2023,"[13,18)",44
22/06/2023,"[19,23)",0
22/06/2023,"[8,11)",35
23/06/2023,"[11,13)",45
23/06/2023,"[13,18)",45
23/06/2023,"[19,23)",21
23/06/2023,"[8,11)",45
24/06/2023,"[11,13)",44
24/06/2023,"[13,18)",44
24/06/2023,"[19,23)",0
24/06/2023,"[8,11)",44
25/06/2023,"[11,13)",44
25/06/2023,"[13,18)",32
25/06/2023,"[19,23)",0
25/06/2023,"[8,11)",44
26/06/2023,"[11,13)",24
26/06/2023,"[13,18)",24
26/06/2023,"[19,23)",0
26/06/2023,"[8,11)",24
27/06/2023,"[11,13)",42
27/06/2023,"[13,18)",43
27/06/2023,"[19,23)",0
27/06/2023,"[8,11)",43
28/06/2023,"[11,13)",44
28/06/2023,"[13,18)",44
28/06/2023,"[19,23)",12
28/06/2023,"[8,11)",44
29/06/2023,"[11,13)",44
29/06/2023,"[13,18)",44
29/06/2023,"[19,23)",0
29/06/2023,"[8,11)",44
30/06/2023,"[11,13)",45
30/06/2023,"[13,18)",45
30/06/2023,"[19,23)",21
30/06/2023,"[8,11)",45
01/07/2023,"[11,13)",44
01/07/2023,"[13,18)",44
01/07/2023,"[19,23)",0
01/07/2023,"[8,11)",44
02/07/2023,"[11,13)",44
02/07/2023,"[13,18)",32
02/07/2023,"[19,23)",0
02/07/2023,"[8,11)",44
03/07/2023,"[11,13)",36
03/07/2023,"[13,18)",24
03/07/2023,"[19,23)",0
03/07/2023,"[8,11)",48
04/07/2023,"[11,13)",46
04/07/2023,"[13,18)",45
04/07/2023,"[19,23)",0
04/07/2023,"[8,11)",45
05/07/2023,"[11,13)",34
05/07/2023,"[13,18)",34
05/07/2023,"[19,23)",0
05/07/2023,"[8,11)",34
06/07/2023,"[11,13)",43
06/07/2023,"[13,18)",33
